epoch,lr,train_loss,val_loss,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,epoch_time_sec
1,0.001,2.227941939939767,1.4086400560430579,0.335669002335669,0.26588482114445383,0.2034537784046736,0.1931105882801832,0.5442942942942943,0.46173876228581123,0.35673775099980515,0.3305603008095737,46.772329807281494
2,0.001,1.0161874759463736,1.9723617006708551,0.6728395061728395,0.5578092419988606,0.5084555436064556,0.5152102433655696,0.46283783783783783,0.5352266005943931,0.3785520433858964,0.3610077853379544,41.83119773864746
3,0.001,0.5364498695931038,0.6864962128547577,0.83008008008008,0.7523532672878656,0.719710736242116,0.7313776768901674,0.789039039039039,0.861879655780587,0.7284195296442021,0.7426769015123277,43.69032406806946
4,0.001,0.3526391321752801,0.2798512296991663,0.890306973640307,0.8512712184610689,0.8332039731345636,0.8408783657187754,0.9132882882882883,0.9188203566903996,0.8807695099238423,0.8864214285234687,49.1184778213501
5,0.001,0.25367290090830436,0.2317041686705283,0.9211711711711712,0.8933900732273375,0.8829657505262462,0.8878169044596969,0.920045045045045,0.915037218091438,0.8890898327070238,0.8903070559665942,62.689696073532104
6,0.001,0.20564553804862168,0.21290477430140292,0.9365198531865199,0.9158316723453088,0.9081306842670067,0.9117174258685964,0.9316816816816816,0.9234981884288872,0.8822607354817069,0.8834098819705059,53.0607545375824
7,0.001,0.16168221580731618,0.07389072827748708,0.9502002002002002,0.9367851676825921,0.9301009994320982,0.9332714973965246,0.9767267267267268,0.9687658070304731,0.9650210777795525,0.9651194724575832,42.43089056015015
8,0.001,0.14584388973953966,0.051551616518526105,0.9559976643309976,0.9451591293181173,0.9420791362556017,0.9435626237273372,0.9853603603603603,0.9857933317255564,0.98026204986332,0.9826578708716605,42.1375949382782
9,0.001,0.11758130875813551,0.06672114549993395,0.9631297964631298,0.9533343015114942,0.9520330189678978,0.9526105372237244,0.9778528528528528,0.9713783444855258,0.9718972835052102,0.9698388532411932,47.58099961280823
10,0.001,0.11575450602276229,0.13770488002994755,0.964673006339673,0.9548460007761435,0.9534691860721294,0.9540916285998748,0.9564564564564565,0.9621030304063996,0.9329612222814845,0.9432053456931118,52.09936332702637
11,0.0005,0.09532277506810648,0.14762820446634436,0.9715131798465132,0.9637896387869451,0.9611814998737698,0.9624308019477834,0.9583333333333334,0.9587777923507849,0.9352273928187252,0.941246511653368,66.63430261611938
12,0.0005,0.05844689519192761,0.02729211752121155,0.9820236903570236,0.9782498371819537,0.9759594973047112,0.9770831873698924,0.9898648648648649,0.9928729607100918,0.9891288706833816,0.9908200589245174,54.67423915863037
13,0.0005,0.05951363287436035,0.030999738194451138,0.9817317317317318,0.9764340205663596,0.9758495005992242,0.9761197153673271,0.9906156156156156,0.9914638348438175,0.9876409339144372,0.9892716036708858,42.4970817565918
14,0.0005,0.0504971893605567,0.02045793433089156,0.9838588588588588,0.9807928044671469,0.9791698459044299,0.9799227086175982,0.993993993993994,0.9924599730265081,0.9921496375994974,0.992044107315682,42.29556679725647
15,0.0005,0.05334366476278246,0.02672797230186987,0.9834834834834835,0.9804614088596818,0.9775478004332816,0.9789616733971682,0.9924924924924925,0.9942402274941397,0.9914890833398586,0.992710351989282,49.575499534606934
