epoch,lr,train_loss,val_loss,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,epoch_time_sec
1,0.001,0.40582165768644113,0.05536926115161037,0.8777527527527528,0.8623270754850402,0.8351832725970229,0.8474032398181243,0.9834834834834835,0.9836545633555726,0.9731542119235917,0.9766827280021929,42.547637701034546
2,0.001,0.08044427994254592,0.08095996136925332,0.975684017350684,0.9682190778616162,0.9672926799726321,0.9677211236754716,0.9804804804804805,0.9754206917786792,0.9662855297157621,0.9691641257574155,43.03731989860535
3,0.001,0.07086927372394182,0.054086026457631636,0.9791458124791458,0.9723866944472347,0.9729566863303707,0.972629260622141,0.9857357357357357,0.9922446398804099,0.9872357030667566,0.9893200554359876,42.35722875595093
4,0.001,0.04624883120666355,0.04444889138517078,0.9871955288621955,0.9855815778343698,0.9856474053142078,0.9856091949961857,0.9891141141141141,0.9857463552876368,0.9764999897461139,0.9794682450803637,42.85136914253235
5,0.001,0.046029137460527954,0.04272821710050643,0.9860694027360694,0.9824371769256409,0.9807487922552858,0.9815540188158176,0.9891141141141141,0.9847709917516583,0.9756274958891238,0.9786556221630222,42.42051362991333
6,0.001,0.03371862439618315,0.026521662373360833,0.9914914914914915,0.9891887370920107,0.9890004044153741,0.9890835783644197,0.9943693693693694,0.996574080823583,0.9942598744924326,0.9953504829624331,44.00362277030945
7,0.001,0.028807031083323775,0.05457890524029698,0.9916166166166166,0.9888913387173409,0.988050925378517,0.9884611867276262,0.9864864864864865,0.9831400228494824,0.9861429494278332,0.9834338539184865,43.10456919670105
8,0.001,0.038671893046216085,0.01741881724819768,0.9891975308641975,0.9863147992647128,0.9864686391545122,0.9863856655030854,0.9947447447447447,0.9951074923690238,0.9936484678829639,0.9942325319965496,44.504488706588745
9,0.0005,0.03154465052944633,0.02570951190257012,0.9913246579913246,0.9907541842802091,0.9902734512915569,0.9905053238341126,0.993993993993994,0.9952915201391213,0.9916574195256367,0.993279775367014,43.9382848739624
10,0.0005,0.010227942717994053,0.006272975499551203,0.9968718718718719,0.9966860192442426,0.9960998370480523,0.9963894049148112,0.9977477477477478,0.9988635458173512,0.9980011913151448,0.9984193160431485,43.64795184135437
11,0.0005,0.005414047653152594,0.003576557625281938,0.9984984984984985,0.9985381261085713,0.9982587978167496,0.9983966106180193,0.9988738738738738,0.9994816426868685,0.998546511627907,0.9990015311250873,42.58349418640137
12,0.0005,0.0035637757592492086,0.0039012719398314956,0.9989572906239573,0.9989802223591809,0.999043318756356,0.9990110054848654,0.9988738738738738,0.9994127970621556,0.9986041897379109,0.9989979074892952,41.82119297981262
13,0.0005,0.003877190876872399,0.0027951630379154427,0.9987487487487487,0.998978785795416,0.9990389398921112,0.9990081618005986,0.9992492492492493,0.9995998644168684,0.9988464377999261,0.9992115764127344,42.07874631881714
14,0.0005,0.007488184454784429,0.004257075741598064,0.9974974974974975,0.9969436111743589,0.9969697194859163,0.9969543430486374,0.9992492492492493,0.998363394982604,0.9986503322259138,0.9984689190771449,44.335379123687744
15,0.0005,0.012226046185247839,0.007820841947160172,0.9966633299966633,0.9968978823953635,0.9968281401816768,0.996861674449098,0.9988738738738738,0.9974913019593481,0.9971737726098191,0.997194342334341,43.704516649246216
16,0.00025,0.010798296823758604,0.007069727674635462,0.9966216216216216,0.9965416461247916,0.9960546936643532,0.9962948378662331,0.9981231231231231,0.9989416558925093,0.998264581026209,0.9985894876070097,43.25214195251465
17,0.00025,0.003099311344759973,0.004994239234410206,0.9991241241241241,0.9991753106835082,0.9989166543818174,0.9990447526144556,0.9984984984984985,0.9991755438055424,0.9984491509782207,0.9988008875732611,44.234827756881714
18,0.00025,0.002168943485119487,0.006089935819089532,0.9994994994994995,0.9996003642739758,0.9995590721998612,0.9995791832945384,0.9988738738738738,0.9994142503688643,0.9986337209302326,0.9990127785860671,42.95065951347351
