experiment,arch,pretrained,best_epoch,val_loss,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,test_loss,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro
resnet34_pretrained,resnet34,True,11,0.0033045551169377176,0.9988738738738738,0.9994170172011082,0.99942398794143,0.9994180186541386,0.04340344347459392,0.9880443388756928,0.9839698263619724,0.980860048772334,0.981527231438965
resnet18_pretrained,resnet18,True,13,0.0027951630379154427,0.9992492492492493,0.9995998644168684,0.9988464377999261,0.9992115764127344,0.08057583498983088,0.9829770387965162,0.9723430049797038,0.9660317605567859,0.96691112997811
resnet34_scratch,resnet34,False,20,0.006059803931578985,0.9981231231231231,0.9976221507777607,0.9987005576249761,0.9981357992703881,0.08910281788955958,0.978147268408551,0.9667514020190768,0.9695977121874493,0.9663649263665481
resnet18_scratch,resnet18,False,10,0.005396445280754821,0.9977477477477478,0.997651098377555,0.996897686723268,0.9972263762391068,0.06320065976557804,0.9825811559778306,0.9741173674975411,0.9722764130039157,0.9720180519487563
