epoch,lr,train_loss,val_loss,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,epoch_time_sec
1,0.001,1.1788894667261873,0.48276304178409746,0.6468551885218552,0.6316728266256447,0.5362535428586405,0.5645534410934624,0.8633633633633634,0.8820469133266051,0.8304464731234881,0.8344494369025554,45.923516035079956
2,0.001,0.21346555306915843,0.08526272458854962,0.9333917250583917,0.9101471743114443,0.9022482993958587,0.9059180911556864,0.9707207207207207,0.9719973718394236,0.9598668790708623,0.9638409011895331,44.74010133743286
3,0.001,0.1266752997743296,0.14697561263143122,0.9607941274607942,0.9457317745608873,0.9427695892763868,0.9441541212187419,0.9496996996996997,0.9508492150385264,0.9431907420964346,0.93993758587671,43.96356964111328
4,0.001,0.08364094743112951,0.2965049964009418,0.973973973973974,0.966032841317341,0.9644509977025417,0.9652073192238638,0.9151651651651652,0.946359410987635,0.9492275467856863,0.932335752087201,43.21357274055481
5,0.001,0.06562189703877465,0.058260552625328456,0.9792292292292293,0.9728931084053684,0.9710071369219139,0.971918828396336,0.9801051051051051,0.9756688066175174,0.9677161006521472,0.9676999199445534,45.01758790016174
6,0.001,0.05898414493790459,0.0587073263517153,0.98169002335669,0.9765544954837849,0.9752235820778338,0.9758657101833516,0.9838588588588588,0.9769582510439639,0.9800985497283196,0.9763039456226767,44.2521550655365
7,0.001,0.054528400835804555,0.09542650278544405,0.9827327327327328,0.977793820032059,0.977548349556863,0.9776498300778351,0.9756006006006006,0.9747466372571122,0.9591755107922847,0.9603611286666938,45.16554522514343
8,0.001,0.050243188883434306,0.02020254575595149,0.9852352352352353,0.9809247255289353,0.9798382073718304,0.9803636979303051,0.993993993993994,0.9930537433989054,0.9918516094872684,0.9919528199747395,45.89288592338562
9,0.001,0.03469730462816171,0.028265506631831777,0.9890724057390724,0.9857370117003019,0.9848545578230864,0.9852847091223265,0.9913663663663663,0.9877598935267663,0.9869578770353963,0.986981156283704,44.847081661224365
10,0.001,0.041057627181987744,0.037094636371157515,0.9880296963630297,0.98572746949308,0.9847904184753351,0.9852494178454144,0.9894894894894894,0.9925625948027096,0.991538943010368,0.9918795176241786,45.60364532470703
11,0.0005,0.04387638772582069,0.022277347440149652,0.986403069736403,0.9828379256896951,0.9825977405075472,0.9827028093830823,0.9921171171171171,0.9927357875915117,0.9862233508625438,0.9889895170977053,44.34736752510071
12,0.0005,0.016297907943669226,0.01138615890683083,0.995286953620287,0.9943546193131344,0.9944709393828567,0.9944082438899288,0.9966216216216216,0.9966048869675637,0.9966920963044994,0.9965665020048099,45.078776121139526
13,0.0005,0.007733012266251363,0.008357745581232447,0.9977477477477478,0.9979108102987971,0.9977647777372897,0.9978346781106922,0.9981231231231231,0.9979375338704878,0.9967995570321152,0.9973072622124444,42.628430128097534
14,0.0005,0.007602080559797093,0.005824516722445427,0.9977894561227895,0.9973837512757677,0.9974816476151532,0.9974305637025421,0.9981231231231231,0.9976783444918463,0.9963547434477668,0.9969006490039916,43.98007130622864
15,0.0005,0.007859131452603552,0.004823883603222185,0.9977060393727061,0.9979334818711024,0.9975574371553189,0.9977432134528743,0.9984984984984985,0.9983994274063669,0.9968507751937985,0.9975183184693652,43.97304153442383
16,0.0005,0.0060752515401722275,0.00961507857994878,0.997997997997998,0.9979952228472397,0.9976164306853643,0.9978036942041232,0.9981231231231231,0.9977588444269827,0.9982719638242894,0.9980048971366502,45.83187222480774
17,0.0005,0.015067328706779603,0.0066188251597571884,0.9953286619953287,0.994159181286511,0.9939750703138593,0.9940628741376265,0.9981231231231231,0.9972535164737641,0.9962708480150341,0.9966310318707032,44.99925708770752
18,0.0005,0.011134827967686842,0.007309275473203711,0.9964547881214548,0.9960042065718874,0.9960351137601354,0.9960161522149464,0.9973723723723724,0.9977445635106164,0.9961240310077518,0.9968195334830097,44.63592481613159
19,0.00025,0.01361297422688744,0.005424789133370608,0.9962045378712046,0.9955768570651025,0.9954538559906954,0.9955122569341771,0.9977477477477478,0.9959867936538562,0.9965290595135556,0.9961781604536336,45.592782735824585
20,0.00025,0.00517510966929246,0.006059803931578985,0.9981231231231231,0.9974371461255345,0.9977440054495986,0.9975854932777196,0.9981231231231231,0.9976221507777607,0.9987005576249761,0.9981357992703881,42.9744758605957
